run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_label_smoothing,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_classification_head_dropout,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_dropout_prob,config_learning_rate,config_freeze_backbone,config_token_aggregation_method,config_use_brainiac_preprocessing,config_pretrained_path,config_dinov2_model_name,config_slice_aggregation,config_final_batch_size,config_auto_batch_size_mode,config_auto_batch_size_steps,config_auto_batch_size_enabled,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss
7247009734.53679-555ecdd4-e630,resenc_pretrained_2025-07-20_05-55-29,finished,2025-07-20T05:56:06Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7247009734.53679-555ecdd4-e630,,b331eb19-e2d5-4ef0-be9b-14e250b08b01,t-jiachentu,1e-05,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,False,20,10,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.2,0.9822521209716796,0.9820185899734496,0.9391342401504515,0.939889907836914,0.4066658020019531,0.5020081400871277,0.4801788330078125,0.5014903545379639,0.495074450969696,1.0048353672027588,27379.0,1799,1753018347.2630618,299.0,3.1471622649714703e-10,14099,,,,,,,,,,,,,,,,,
7247006288.71998-d4361162-3dda,resenc_pretrained_2025-07-20_06-51-36,finished,2025-07-20T06:52:10Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7247006288.71998-d4361162-3dda,,6660c1f0-1850-4a19-9211-3516538e51e2,t-jiachentu,1e-05,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,False,20,10,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.2,0.9822521209716796,0.9820185899734496,0.9391342401504515,0.939889907836914,0.4066658020019531,0.5020081400871277,0.4801788330078125,0.5014903545379639,0.495074450969696,1.0048353672027588,26872.0,1799,1753021203.2857115,299.0,3.1471622649714703e-10,14099,,,,,,,,,,,,,,,,,
7246918787.96987-e4cc621c-7ab3,brainiac_scratch_multi_t1w_t1wce_t2w_flair_2025-07-21_07-06-23,failed,2025-07-21T07:06:53Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246918787.96987-e4cc621c-7ab3,,e6d71c0c-50d2-4116-860f-be829a2dc9b3,t-jiachentu,,False,0,Classification,300,False,brainiac,300,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,2,False,300,False,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.0,,,,,,,,,,,511.0,0,1753082091.7070444,,4.761904761904762e-06,0,0.2,0.0001,False,cls_token,True,,,,,,,,,,,,
7246918813.00197-8b9d7c34-7c4c,brainiac_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-21_07-13-14,failed,2025-07-21T07:13:41Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246918813.00197-8b9d7c34-7c4c,,d4ea3bd3-4712-408a-8395-e2bd6227f636,t-jiachentu,,False,0,Classification,300,False,brainiac,300,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,2,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.0,,,,,,,,,,,461.0,0,1753082451.0456822,,2.380952380952381e-06,0,0.2,5e-05,False,cls_token,True,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,,,,,,,,,,,
7246918134.93114-3cc4fa27-c0a5,brainmvp_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-21_07-23-46,crashed,2025-07-21T07:24:06Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246918134.93114-3cc4fa27-c0a5,,214299ed-f1a5-4029-80fe-cea7e570070b,t-jiachentu,,False,0,Classification,300,False,brainmvp,300,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,2,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.0,0.668128490447998,0.6666117310523987,0.6049219965934753,0.6049908399581909,0.6613900065422058,0.5305324792861938,0.49836063385009766,0.5253353118896484,0.47031962871551514,0.7561826109886169,38942.203708806,1338,1753121587.3137522,222.0,1.7527597583490833e-05,52182,0.2,0.0001,False,cls_token,True,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,,,,,,,,,,,
7246912835.96321-bb521644-ec7d,brainiac_scratch_multi_t1w_t1wce_t2w_flair_2025-07-21_08-44-59,failed,2025-07-21T08:45:27Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246912835.96321-bb521644-ec7d,,2614695a-2f4b-465c-8377-80a750c0fed6,t-jiachentu,,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,False,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.0,0.4905518889427185,0.4934080243110657,0.5126345753669739,0.5021276473999023,0.6955616474151611,0.5124457478523254,0.4791356325149536,0.5101341009140015,0.42656052112579346,0.7726713418960571,14229.0,194,1753101595.5991118,31.0,9.45503262094184e-05,32,0.2,0.0001,False,cls_token,True,,,,,,,,,,,,
7246912863.93116-f91ed88e-732e,brainiac_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-21_08-45-08,failed,2025-07-21T08:45:35Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246912863.93116-f91ed88e-732e,,ce404ac3-da22-4965-8237-480ae60e0c28,t-jiachentu,,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.0,0.509474515914917,0.5164616107940674,0.522247850894928,0.5190625786781311,0.698387622833252,0.5069671869277954,0.5132638216018677,0.4845007359981537,0.35220927000045776,1.1810568571090698,19782.0,272,1753107157.8487544,44.0,3.888925582549005e-05,45,0.2,5e-05,False,cls_token,True,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,,,,,,,,,,,
7246912039.93973-68aa71dd-8f6a,brainiac_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-21_08-58-25,failed,2025-07-21T08:58:52Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246912039.93973-68aa71dd-8f6a,,7a1cccd3-893f-4faf-b4a2-5cddf7837155,t-jiachentu,,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.0,0.4949447512626648,0.4916318655014038,0.48714566230773926,0.47636115550994873,0.6994655728340149,0.5052053332328796,0.5111773014068604,0.5,0.3446327745914459,3.266515016555786,20169.0,278,1753108341.33637,45.0,3.806246411789872e-05,46,0.2,5e-05,False,cls_token,True,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,,,,,,,,,,,
7246912009.20523-c7abb3ad-5fa6,brainiac_scratch_multi_t1w_t1wce_t2w_flair_2025-07-21_08-58-45,failed,2025-07-21T08:59:14Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246912009.20523-c7abb3ad-5fa6,,7a0968cf-4cb2-4899-92b9-53430ce9b1cd,t-jiachentu,,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,False,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.0,0.5312070846557617,0.5397165417671204,0.5382333993911743,0.512499988079071,0.6939061880111694,0.5375815033912659,0.5040238499641418,0.5,0.32163742184638977,1.9364819526672363,2657.0,26,1753090851.109294,3.0,2.3809523809523817e-05,4,0.2,0.0001,False,cls_token,True,,,,,,,,,,,,
7246911182.98973-0e2a556f-e579,brainmvp_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-21_09-14-04,finished,2025-07-21T09:14:29Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246911182.98973-0e2a556f-e579,,f21f032c-fab8-4365-b69d-ff6447843b31,t-jiachentu,,False,0,Classification,100,False,brainmvp,100,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.0,0.6647596955299377,0.6679209470748901,0.6118984818458557,0.6119562983512878,0.6635537147521973,0.48386430740356445,0.4408345818519592,0.4688524603843689,0.43414634466171265,0.7292444705963135,22604.0,599,1753111872.7373784,99.0,3.854818796385494e-08,46799,0.2,0.0001,False,cls_token,True,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,,,,,,,,,,,
7246910576.69628-8a6d4bef-c95c,dinov2_frozen_multi_t1w_t1wce_t2w_flair_2025-07-21_09-22-35,crashed,2025-07-21T09:22:56Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246910576.69628-8a6d4bef-c95c,,6293158a-0106-40b9-8492-dbc14273df49,t-jiachentu,,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.5,0.5979579091072083,0.6147642135620117,0.6094264984130859,0.6095064878463745,1.0790075063705444,0.5031859874725342,0.497764527797699,0.4909090995788574,0.3176470696926117,1.284683108329773,31878.036070977,498,1753121656.3053515,82.0,0.00010734153455962752,38844,,0.001,True,mean,True,,facebook/dinov2-base,mean,,,,,,,,,
7246910544.93522-a5542f0a-ed76,dinov2_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-21_09-25-21,failed,2025-07-21T09:25:45Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246910544.93522-a5542f0a-ed76,,8e2bf554-8d49-4d4f-9709-7517c62a2515,t-jiachentu,,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.5,,,,,,,,,,,721.0,0,1753090621.4652977,,4.761904761904762e-06,0,,0.0001,False,mean,True,,facebook/dinov2-base,mean,,,,,,,,,
