run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_dinov2_model_name,config_log_every_n_steps,config_slice_aggregation,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_use_brainiac_preprocessing,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_dropout_prob,config_pretrained_path,config_image_size,config_chpt_path,config_time_dim,config_learned_sinusoidal_dim,config_dropout_rate,config_freeze_encoder,config_pretrained_encoder_path
7246389414.23037-4ace551a-1860,dinov2_pretrained_flair_2025-07-28_17-02-13,finished,2025-07-27T10:11:05Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_flair/runs/7246389414.23037-4ace551a-1860,,f3f2439b-5967-487c-a9cb-610b3d6557b1,t-jiachentu,False,0,Classification,300,False,dinov2,50,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,1e-05,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,facebook/dinov2-base,10,mean,False,False,mgmt_methylation,True,power,3,False,1,False,epochwise,mean,True,0.5,0.5578275322914124,0.5295983552932739,0.5113636255264282,0.35555556416511536,0.694207489490509,0.5069155693054199,0.5,0.5,0.321739137172699,NaN,0.5167385339736938,0.4999999701976776,0.5,0.323699414730072,NaN,101771,4862,1753751770.637418,300,3.1471622649714703e-10,140400,,,,,,,,,
7246389051.27886-37c10592-2ab5,brainmvp_pretrained_flair_2025-07-27_21-05-55,finished,2025-07-27T10:16:57Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_flair/runs/7246389051.27886-37c10592-2ab5,,79a945e8-0758-4b9b-a514-9e579938e337,t-jiachentu,False,0,Classification,300,False,brainmvp,300,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,300,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,1e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,,10,,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,cls_token,True,0.0,0.5047281384468079,0.46353065967559814,0.47093021869659424,0.47063493728637695,0.7012470960617065,0.5755534172058105,0.5742144584655762,0.545045018196106,0.5410135984420776,0.6847095489501953,0.5932568311691284,0.5756732821464539,0.4920960068702698,0.48260611295700073,0.6877738833427429,47521,3265,1753666771.491673,300,3.1471622649714703e-10,17700,0.2,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,,,,,,,
7246388334.71421-330db315-bf31,brainiac_scratch_flair_2025-07-27_19-07-55,finished,2025-07-27T10:56:55Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_flair/runs/7246388334.71421-330db315-bf31,,a2c2ec4f-fda1-46b4-8bf6-5ec217ed9c73,t-jiachentu,False,0,Classification,300,False,brainiac,300,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,300,False,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,1e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,,10,,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,cls_token,True,0.0,0.5773080587387085,0.560782253742218,0.575581431388855,0.5726802349090576,0.6975626349449158,0.5966671705245972,0.6064234972000122,0.5483959317207336,0.546206533908844,0.6818971037864685,0.646480143070221,0.6771076917648315,0.6173887252807617,0.6114130616188049,0.6809942722320557,46996,2949,1753666722.3583555,300,3.1471622649714703e-10,35100,0.2,,,,,,,,
7246388689.37654-ea077575-871d,brainiac_pretrained_flair_2025-07-28_19-09-40,finished,2025-07-27T11:26:14Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_flair/runs/7246388689.37654-ea077575-871d,,bc383dcb-ea2d-4fa6-aaea-393adb60c0fd,t-jiachentu,False,0,Classification,300,False,brainiac,300,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,300,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,1e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,,10,,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,cls_token,True,0.0,0.5952064394950867,0.5597251653671265,0.5890591740608215,0.560606062412262,0.7091569304466248,0.678438127040863,0.6829451322555542,0.6450780034065247,0.6452183723449707,0.6576802730560303,0.5205014944076538,0.5345432758331299,0.5680620670318604,0.5620550513267517,0.8948410153388977,96818,5338,1753756383.3574457,300,3.1471622649714703e-10,35100,0.2,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,,,,,,,
7246387960.23303-44c65342-5a14,mri_core_pretrained_flair_2025-07-29_07-59-48,finished,2025-07-27T11:45:11Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_flair/runs/7246387960.23303-44c65342-5a14,,5e3ddd07-ce8a-46f7-83c4-55732fe5bd0a,t-jiachentu,False,0,Classification,300,False,mri_core_finetune,50,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,1e-05,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,,10,mean,False,False,mgmt_methylation,True,power,3,False,1,False,epochwise,mean,,0.5,0.5236724615097046,0.5047569274902344,0.4986786544322967,0.40925925970077515,0.6943287253379822,0.5222072601318359,0.527219295501709,0.5154361724853516,0.49150192737579346,0.6926384568214417,0.6537829637527466,0.6620316505432129,0.5333723425865173,0.48705434799194336,0.6831287741661072,206683,3124,1753874916.2164693,300,3.1471622649714703e-10,140400,,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,224.0,,,,,,
7246387604.50485-6f366e9a-204b,resenc_pretrained_flair_2025-07-27_12-17-50,finished,2025-07-27T12:18:21Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_flair/runs/7246387604.50485-6f366e9a-204b,,1ca21ebd-bce1-4d28-a881-08c7580b6e0b,t-jiachentu,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,300,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,1e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,,10,,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,,,0.2,0.5402706265449524,0.5295982956886292,0.5,0.33076924085617065,0.6945885419845581,0.961150884628296,0.9670860171318054,0.912272036075592,0.91218101978302,0.4332191050052643,0.5346465110778809,0.5263465642929077,0.5272248387336731,0.5264552235603333,0.8919979929924011,20531,1500,1753639232.2488563,300,3.1471622649714703e-10,17700,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,,,,,
7246386881.63874-eed8fa03-43c7,resenc_tc_time_conditioned_pretrained_flair_2025-07-27_15-05-29,finished,2025-07-27T12:54:31Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_flair/runs/7246386881.63874-eed8fa03-43c7,,9f627fbf-31df-4988-9696-5acf13ac72db,t-jiachentu,False,0,Classification,300,False,TimeConditionedResEncoder_Classifier,300,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,300,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,1e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,,10,,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,,,0.2,0.4879283308982849,0.4667018949985504,0.4482029676437378,0.4482029676437378,0.9546858668327332,0.9734935760498048,0.972542643547058,0.9071083068847656,0.9077147245407104,0.42841818928718567,0.6433403491973877,0.6566159129142761,0.6217798590660095,0.6216931343078613,0.7803868055343628,22410,1837,1753646394.656453,300,3.1471622649714703e-10,17700,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,256.0,64.0,,,
7246221798.85562-82038e5c-4175,resenc_time_conditioned_pretrained_flair_2025-07-29_08-42-56,finished,2025-07-29T08:43:39Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_flair/runs/7246221798.85562-82038e5c-4175,,aa818bce-8a01-4577-aad8-e1ffb3dbdda0,t-jiachentu,False,0,Classification,300,False,ResEncTimeConditioned,300,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,300,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,1e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,,10,,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,cls_token,,0.5,0.5589765310287476,0.5327695608139038,0.5510042309761047,0.5495818257331848,0.6981908679008484,0.8850428462028503,0.8856478333473206,0.805537223815918,0.8034188151359558,0.5338338613510132,0.5250514149665833,0.49707257747650146,0.4929742217063904,0.4920156002044678,0.8971891403198242,39683,1500,1753818300.5147254,300,3.1471622649714703e-10,35100,,,,,256.0,64.0,0.5,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth
7246151335.82989-a2add38e-0eb3,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_flair_2025-07-30_04-35-01,finished,2025-07-30T04:35:39Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_flair/runs/7246151335.82989-a2add38e-0eb3,,ec5824f6-0986-44ce-9820-5fa110182b60,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,200,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-06,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,,10,,False,False,mgmt_methylation,True,power,3,False,1,False,epochwise,,,0.2,0.4674809277057648,0.4434460997581482,0.49365752935409546,0.4925768971443176,0.93511164188385,0.9294263124465942,0.9364058971405028,0.8818941116333008,0.883489727973938,0.4806737005710602,0.5479311943054199,0.5562061071395874,0.5443501472473145,0.5436750650405884,0.8619476556777954,30138,1000,1753880272.6728318,200,3.8076210902182607e-10,93600,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,
7246149381.70218-19148f24-1f0e,resenc_time_conditioned_pretrained_flair_2025-07-30_04-55-51,finished,2025-07-30T04:56:26Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_flair/runs/7246149381.70218-19148f24-1f0e,,a08a8e17-fcae-467b-a69c-cfad26bf87f3,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,200,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-06,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,,10,,False,False,mgmt_methylation,True,power,3,False,1,False,epochwise,cls_token,,0.5,0.5296109318733215,0.5163847804069519,0.5195560455322266,0.4980769157409668,0.6951441168785095,0.719206690788269,0.7426389455795288,0.6958910226821899,0.695510745048523,0.6288414597511292,0.5023521184921265,0.489461362361908,0.49970725178718567,0.4959893226623535,0.7537129521369934,33302,1000,1753884687.0762863,200,3.8076210902182607e-10,93600,,,,,256.0,64.0,0.5,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth
