run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_label_smoothing,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_classification_head_dropout,metric__runtime,metric__step,metric__timestamp,metric_lr-AdamW,metric_trainer/global_step,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric_epoch
039yagwh,2025-07-13_09-35-43_gli_vs_men,failed,2025-07-13T09:35:52Z,https://microsoft-research.wandb.io/t-jiachentu/brats23_brain_tumor_classification/runs/039yagwh,,cfe79c47-6093-4813-ad4e-3c371877dc67,t-jiachentu,1e-05,False,0,Classification,5,False,ResEncoder_Classifier,5,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/modelgenesis/BrainMVP001/Dataset001_BrainMVP/ModelGenesisTrainer_ANAT_ANON_BS8__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,True,20,4,False,5,True,False,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,gli_vs_men,False,False,1,epochwise,0.2,4.773841498,0.0,1752399356.0352068,4.761904761904763e-07,0.0,,,,,,,,,,,
wnpygw7y,2025-07-13_09-39-36_gli_vs_men,failed,2025-07-13T09:39:44Z,https://microsoft-research.wandb.io/t-jiachentu/brats23_brain_tumor_classification/runs/wnpygw7y,,192bb90b-ac37-49c3-a83f-9165a6622dda,t-jiachentu,1e-05,False,0,Classification,5,False,ResEncoder_Classifier,5,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/modelgenesis/BrainMVP001/Dataset001_BrainMVP/ModelGenesisTrainer_ANAT_ANON_BS8__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,True,20,4,False,5,True,False,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,gli_vs_men,False,False,1,epochwise,0.2,5.038271139,0.0,1752399588.8968291,4.761904761904763e-07,0.0,,,,,,,,,,,
l5d5mcu4,2025-07-13_09-39-41_gli_vs_men,failed,2025-07-13T09:39:49Z,https://microsoft-research.wandb.io/t-jiachentu/brats23_brain_tumor_classification/runs/l5d5mcu4,,0f0e51f8-8ff9-48f5-9837-d956fe3b8eda,t-jiachentu,1e-05,False,0,Classification,5,False,ResEncoder_Classifier,5,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/modelgenesis/BrainMVP001/Dataset001_BrainMVP/ModelGenesisTrainer_ANAT_ANON_BS8__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,True,20,4,False,5,True,False,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,gli_vs_men,False,False,1,epochwise,0.2,4.654182449,0.0,1752399592.7068968,4.761904761904763e-07,0.0,,,,,,,,,,,
q1s2jdfy,2025-07-13_09-40-25_gli_vs_men,failed,2025-07-13T09:40:33Z,https://microsoft-research.wandb.io/t-jiachentu/brats23_brain_tumor_classification/runs/q1s2jdfy,,b456cd7c-a74f-4cd0-aeea-1e922df175cb,t-jiachentu,1e-05,False,0,Classification,5,False,ResEncoder_Classifier,5,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/modelgenesis/BrainMVP001/Dataset001_BrainMVP/ModelGenesisTrainer_ANAT_ANON_BS8__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,True,20,4,False,5,True,False,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,gli_vs_men,False,False,1,epochwise,0.2,4.9812871869999995,0.0,1752399637.351669,4.761904761904763e-07,0.0,,,,,,,,,,,
she4cfbt,2025-07-13_09-41-20_gli_vs_men,failed,2025-07-13T09:41:28Z,https://microsoft-research.wandb.io/t-jiachentu/brats23_brain_tumor_classification/runs/she4cfbt,,54b7ca86-6d1d-4ad7-8182-3c6d145a2f15,t-jiachentu,1e-05,False,0,Classification,5,False,ResEncoder_Classifier,5,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/modelgenesis/BrainMVP001/Dataset001_BrainMVP/ModelGenesisTrainer_ANAT_ANON_BS8__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,True,20,4,False,5,True,False,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,gli_vs_men,False,False,1,epochwise,0.2,4.821351063,0.0,1752399691.975306,4.761904761904763e-07,0.0,,,,,,,,,,,
s4bea7nz,2025-07-13_09-42-09_gli_vs_men,failed,2025-07-13T09:42:16Z,https://microsoft-research.wandb.io/t-jiachentu/brats23_brain_tumor_classification/runs/s4bea7nz,,c9c04315-e0a4-452f-9425-528a4bd2b0fd,t-jiachentu,1e-05,False,0,Classification,5,False,ResEncoder_Classifier,5,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/modelgenesis/BrainMVP001/Dataset001_BrainMVP/ModelGenesisTrainer_ANAT_ANON_BS8__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,True,20,4,False,5,True,False,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,gli_vs_men,True,False,1,epochwise,0.2,5.019892187,0.0,1752399740.3889356,4.761904761904763e-07,0.0,,,,,,,,,,,
90ow1uvz,2025-07-13_09-42-55_gli_vs_men,failed,2025-07-13T09:43:03Z,https://microsoft-research.wandb.io/t-jiachentu/brats23_brain_tumor_classification/runs/90ow1uvz,,5855f041-de61-42b3-ae8f-d17ab8f99855,t-jiachentu,1e-05,False,0,Classification,5,False,ResEncoder_Classifier,5,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/modelgenesis/BrainMVP001/Dataset001_BrainMVP/ModelGenesisTrainer_ANAT_ANON_BS8__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,True,20,4,False,5,True,False,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,gli_vs_men,True,False,1,epochwise,0.2,4.782600026,0.0,1752399787.4185643,4.761904761904763e-07,0.0,,,,,,,,,,,
4v50cxd8,2025-07-13_09-43-30_gli_vs_men,failed,2025-07-13T09:43:38Z,https://microsoft-research.wandb.io/t-jiachentu/brats23_brain_tumor_classification/runs/4v50cxd8,,53436ab3-cef0-4ffe-9acf-bb85de5fd58c,t-jiachentu,1e-05,False,0,Classification,5,False,ResEncoder_Classifier,5,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/modelgenesis/BrainMVP001/Dataset001_BrainMVP/ModelGenesisTrainer_ANAT_ANON_BS8__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,True,20,4,False,5,True,False,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,gli_vs_men,True,False,1,epochwise,0.2,4.620998016,0.0,1752399822.167585,4.761904761904763e-07,0.0,,,,,,,,,,,
o1i202wr,2025-07-13_09-45-34_gli_vs_men,failed,2025-07-13T09:45:42Z,https://microsoft-research.wandb.io/t-jiachentu/brats23_brain_tumor_classification/runs/o1i202wr,,75e98727-f1b4-4474-9fcb-5025ef0fc0e3,t-jiachentu,1e-05,False,0,Classification,5,False,ResEncoder_Classifier,5,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/modelgenesis/BrainMVP001/Dataset001_BrainMVP/ModelGenesisTrainer_ANAT_ANON_BS8__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,True,20,4,False,5,True,False,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,gli_vs_men,True,False,1,epochwise,0.2,5.168101195,0.0,1752399947.0908911,4.761904761904763e-07,0.0,,,,,,,,,,,
jl0wafrm,2025-07-13_09-46-25_gli_vs_men,failed,2025-07-13T09:46:33Z,https://microsoft-research.wandb.io/t-jiachentu/brats23_brain_tumor_classification/runs/jl0wafrm,,aeb6d840-89f4-4450-8948-c3d42cd947a8,t-jiachentu,1e-05,False,0,Classification,5,False,ResEncoder_Classifier,5,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/modelgenesis/BrainMVP001/Dataset001_BrainMVP/ModelGenesisTrainer_ANAT_ANON_BS8__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,True,20,4,False,5,True,False,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,gli_vs_men,True,False,1,epochwise,0.2,4.546374377,0.0,1752399996.9043145,4.761904761904763e-07,0.0,,,,,,,,,,,
