run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_pretrained_checkpoint_path,config_use_brainiac_preprocessing,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_image_size,config_patch_size,config_freeze_encoder,config_slice_aggregation,config_time_dim,config_dropout_rate,config_learned_sinusoidal_dim,config_dinov2_model_name,config_chpt_path,config_attn_drop_rate,config_drop_path_rate,config_load_cls_token,config_num_reg_tokens,config_proj_drop_rate,config_drop_path_scale,config_patch_drop_rate,config_use_abs_pos_emb,config_use_rot_pos_emb,config_cls_token_available,config_pretraining_input_shape_mismatch
7245993233.69942-72d6876f-f220,brainiac_pretrained_t1w_2025-08-01_00-11-31,finished,2025-08-01T00:11:59Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245993233.69942-72d6876f-f220,,2c5abc1c-a851-4301-adaf-d82bef9c12cb,t-jiachentu,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,0.2,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,False,epochwise,cls_token,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,True,0.0,0.5354775190353394,0.5137420892715454,0.5002642869949341,0.35555556416511536,0.7422822713851929,0.5362703800201416,0.5282943844795227,0.5096592307090759,0.4880760908126831,0.6910883784294128,0.4697331488132477,0.4314516186714173,0.4807027578353882,0.4611872434616089,0.7155840396881104,12436.0,500,1754019553.9632046,100,1.927409398192747e-08,11700,,,,,,,,,,,,,,,,,,,,,,,,,
7245993181.40047-2cbcb2a1-e715,brainiac_scratch_t1w_2025-08-01_00-12-33,finished,2025-08-01T00:13:04Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245993181.40047-2cbcb2a1-e715,,f3214949-aac3-4e57-95d9-44ce452894bf,t-jiachentu,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,False,True,0,gpu,0.2,2,16,val,False,0.2,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,False,epochwise,cls_token,,True,0.0,0.47801685333251953,0.4368393421173096,0.466173380613327,0.3382936716079712,0.7158523797988892,0.5501559972763062,0.5640040636062622,0.5508726835250854,0.5333136916160583,0.6888865232467651,0.4703042805194855,0.4210829436779022,0.4907833933830261,0.4290957450866699,0.704555332660675,12288.0,500,1754019471.4620352,100,1.927409398192747e-08,11700,,,,,,,,,,,,,,,,,,,,,,,,,
7245993062.47494-9a167d98-c855,mri_core_frozen_t1w_2025-08-01_00-14-19,finished,2025-08-01T00:15:26Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245993062.47494-9a167d98-c855,,8888f482-fdc3-47ae-b4b6-697c03ceeea6,t-jiachentu,False,0,Classification,100,False,MRICore,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,False,True,0,gpu,0.2,2,16,val,False,,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,1,False,0,True,False,full,,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,False,epochwise,mean,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,,0.5,0.5098503828048706,0.5113636255264282,0.5,0.33076924085617065,0.6947939395904541,0.5194475650787354,0.5297534465789795,0.49742358922958374,0.396819531917572,0.6918766498565674,0.5443212985992432,0.5203052759170532,0.5,0.3444444537162781,0.6922802329063416,9794.0,500,1754017121.0094244,100,1.927409398192747e-08,11700,12.0,768.0,4.0,12.0,512.0,224.0,16.0,True,mean,,,,,,,,,,,,,,,,
7245992995.77415-f069bfe6-a2a5,brainmvp_pretrained_t1w_2025-08-01_00-16-20,finished,2025-08-01T00:16:51Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245992995.77415-f069bfe6-a2a5,,61b3dcca-0dad-412f-96b1-1b59b964a127,t-jiachentu,False,0,Classification,100,False,brainmvp,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,0.2,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,True,0.0,0.5152366161346436,0.4920718967914582,0.5,0.33076924085617065,0.7043686509132385,0.5826542377471924,0.5718810558319092,0.52794349193573,0.4603017568588257,0.687580406665802,0.5025075674057007,0.4861751198768616,0.5,0.3444444537162781,0.6926470994949341,8883.0,500,1754016295.0857644,100,1.927409398192747e-08,11700,,,,,,,,,,,,,,,,,,,,,,,,,
7245992939.39604-0d290b1f-6b06,resenc_multimodal_mm_mdae_pretrained_pretrained_t1w_2025-08-01_00-19-04,finished,2025-08-01T00:19:32Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245992939.39604-0d290b1f-6b06,,f0cfde26-b376-434c-9812-00ff4c8a838e,t-jiachentu,False,0,Classification,100,False,ResEncoderMultiModal_Classifier,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,0.5637773275375366,0.547568678855896,0.5,0.33076924085617065,0.7310265898704529,0.6136569976806641,0.6290054321289062,0.5744667053222656,0.5742713212966919,0.6755844354629517,0.5223801732063293,0.4991359412670135,0.47897467017173767,0.45116281509399414,0.7161166071891785,11964.0,500,1754019535.0747151,100,1.927409398192747e-08,11700,,,,,,,,,,,,,,,,,,,,,,,,,
7245993121.90267-14829a29-2ef0,mri_core_pretrained_t1w_2025-08-01_00-19-02,finished,2025-08-01T00:20:16Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245993121.90267-14829a29-2ef0,,072eec21-6c68-4b95-a5be-1578dc5008e5,t-jiachentu,False,0,Classification,100,False,MRICore,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,False,True,0,gpu,0.2,2,16,val,False,,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,1,False,0,True,False,full,False,0.2,2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,mean,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,,0.5,0.574418306350708,0.562632143497467,0.5,0.33076924085617065,0.6942315697669983,0.49996650218963623,0.4881521761417389,0.4841998219490051,0.4214897155761719,0.6934430003166199,0.5195690989494324,0.507056474685669,0.5,0.3444444537162781,0.692333996295929,20626.0,500,1754028241.0762446,100,1.927409398192747e-08,23300,12.0,768.0,4.0,12.0,512.0,224.0,16.0,False,mean,,,,,,,,,,,,,,,,
7245992822.80585-cc724b7c-fd52,resenc_pretrained_t1w_2025-08-01_02-15-57,finished,2025-08-01T00:22:17Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245992822.80585-cc724b7c-fd52,,2ce78099-10bd-43c2-80af-41ad462ab7ee,t-jiachentu,False,0,Classification,100,False,ResEncoder_Classifier,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,,0.2,0.5173689126968384,0.4926004409790039,0.5,0.33076924085617065,0.6943504810333252,0.5436801314353943,0.5342321395874023,0.5045248866081238,0.35452574491500854,0.691178023815155,0.4265483617782593,0.34288597106933594,0.5,0.3444444537162781,0.6980109214782715,18884.0,721,1754027270.773222,100,1.927409398192747e-08,5900,,,,,,,,,,,,,,,,,,,,,,,,,
7245992886.97927-b4c61e82-7f64,resenc_time_conditioned_pretrained_t1w_2025-08-01_02-15-49,finished,2025-08-01T00:22:48Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245992886.97927-b4c61e82-7f64,,a695ab9f-c05c-410e-8247-03f8968bbb81,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.5,0.4803970754146576,0.4452959895133972,0.5,0.33076924085617065,0.6955621838569641,0.6186569333076477,0.6209807395935059,0.585067868232727,0.5849940776824951,0.6775560975074768,0.49917110800743103,0.45449310541152954,0.4611175060272217,0.42700502276420593,0.7177519202232361,32014.0,1216,1754040456.0943098,200,3.8076210902182585e-09,23400,,,,,,,,False,,256.0,0.5,64.0,,,,,,,,,,,,,
7245992770.38149-8ebbf8b5-127e,dinov2_pretrained_t1w_2025-08-01_00-25-57,finished,2025-08-01T00:26:22Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245992770.38149-8ebbf8b5-127e,,6954ca11-04b2-4f49-9b4a-e28356abeb0c,t-jiachentu,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,1,False,0,True,False,full,False,0.2,2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,mean,,True,0.5,0.5439045429229736,0.5417547225952148,0.5,0.3358778655529022,0.7137633562088013,0.4732736647129059,0.4681965112686157,0.4783821105957031,0.4591331481933594,0.6978718042373657,0.5210416316986084,0.5263537168502808,0.5,0.3444444537162781,0.6923691630363464,15478.0,500,1754023454.1527154,100,1.927409398192747e-08,23300,,,,,,,,,mean,,,,facebook/dinov2-base,,,,,,,,,,,,
7245992652.41155-7cf5d037-5a50,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1w_2025-08-01_00-27-28,finished,2025-08-01T00:28:14Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245992652.41155-7cf5d037-5a50,,3410b895-3d78-49cc-8725-21f8ddfda17d,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,0.5199505090713501,0.4923361539840698,0.5,0.3358778655529022,0.6985632181167603,0.7300597429275513,0.746587872505188,0.6939791440963745,0.6930185556411743,0.6362955570220947,0.4726696014404297,0.453341007232666,0.46889400482177734,0.4647351503372192,0.8461753726005554,23754.0,1000,1754031847.215595,200,3.8076210902182585e-09,11800,,,,,,,,,,,,,,,,,,,,,,,,,
