run_id,run_name,state,created_at,url,project,metric_epoch,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,config_model,config_learning_rate,config_batch_size,config_epochs,modality
7245993233.69942-72d6876f-f220,brainiac_pretrained_t1w_2025-08-01_00-11-31,finished,2025-08-01T00:11:59Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245993233.69942-72d6876f-f220,july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w,100.0,0.5354775190353394,0.5137420892715454,0.5002642869949341,0.35555556416511536,0.5362703800201416,0.5282943844795227,0.5096592307090759,0.4880760908126831,0.4697331488132477,0.4314516186714173,0.4807027578353882,0.4611872434616089,brainiac,5e-05,4.0,100.0,T1w
7245993181.40047-2cbcb2a1-e715,brainiac_scratch_t1w_2025-08-01_00-12-33,finished,2025-08-01T00:13:04Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245993181.40047-2cbcb2a1-e715,july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w,100.0,0.47801685333251953,0.4368393421173096,0.466173380613327,0.3382936716079712,0.5501559972763062,0.5640040636062622,0.5508726835250854,0.5333136916160583,0.4703042805194855,0.4210829436779022,0.4907833933830261,0.4290957450866699,brainiac,5e-05,4.0,100.0,T1w
7245993062.47494-9a167d98-c855,mri_core_frozen_t1w_2025-08-01_00-14-19,finished,2025-08-01T00:15:26Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245993062.47494-9a167d98-c855,july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w,100.0,0.5098503828048706,0.5113636255264282,0.5,0.33076924085617065,0.5194475650787354,0.5297534465789795,0.49742358922958374,0.396819531917572,0.5443212985992432,0.5203052759170532,0.5,0.3444444537162781,MRICore,5e-05,4.0,100.0,T1w
7245992995.77415-f069bfe6-a2a5,brainmvp_pretrained_t1w_2025-08-01_00-16-20,finished,2025-08-01T00:16:51Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245992995.77415-f069bfe6-a2a5,july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w,100.0,0.5152366161346436,0.4920718967914582,0.5,0.33076924085617065,0.5826542377471924,0.5718810558319092,0.52794349193573,0.4603017568588257,0.5025075674057007,0.4861751198768616,0.5,0.3444444537162781,brainmvp,5e-05,4.0,100.0,T1w
7245992939.39604-0d290b1f-6b06,resenc_multimodal_mm_mdae_pretrained_pretrained_t1w_2025-08-01_00-19-04,finished,2025-08-01T00:19:32Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245992939.39604-0d290b1f-6b06,july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w,100.0,0.5637773275375366,0.547568678855896,0.5,0.33076924085617065,0.6136569976806641,0.6290054321289062,0.5744667053222656,0.5742713212966919,0.5223801732063293,0.4991359412670135,0.47897467017173767,0.45116281509399414,ResEncoderMultiModal_Classifier,5e-05,4.0,100.0,T1w
7245993121.90267-14829a29-2ef0,mri_core_pretrained_t1w_2025-08-01_00-19-02,finished,2025-08-01T00:20:16Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245993121.90267-14829a29-2ef0,july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w,100.0,0.574418306350708,0.562632143497467,0.5,0.33076924085617065,0.49996650218963623,0.4881521761417389,0.4841998219490051,0.4214897155761719,0.5195690989494324,0.507056474685669,0.5,0.3444444537162781,MRICore,5e-05,1.0,100.0,T1w
7245992822.80585-cc724b7c-fd52,resenc_pretrained_t1w_2025-08-01_02-15-57,finished,2025-08-01T00:22:17Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245992822.80585-cc724b7c-fd52,july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w,100.0,0.5173689126968384,0.4926004409790039,0.5,0.33076924085617065,0.5436801314353943,0.5342321395874023,0.5045248866081238,0.35452574491500854,0.4265483617782593,0.34288597106933594,0.5,0.3444444537162781,ResEncoder_Classifier,5e-05,4.0,100.0,T1w
7245992886.97927-b4c61e82-7f64,resenc_time_conditioned_pretrained_t1w_2025-08-01_02-15-49,finished,2025-08-01T00:22:48Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245992886.97927-b4c61e82-7f64,july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w,200.0,0.4803970754146576,0.4452959895133972,0.5,0.33076924085617065,0.6186569333076477,0.6209807395935059,0.585067868232727,0.5849940776824951,0.49917110800743103,0.45449310541152954,0.4611175060272217,0.42700502276420593,ResEncTimeConditioned,5e-05,4.0,200.0,T1w
7245992770.38149-8ebbf8b5-127e,dinov2_pretrained_t1w_2025-08-01_00-25-57,finished,2025-08-01T00:26:22Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245992770.38149-8ebbf8b5-127e,july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w,100.0,0.5439045429229736,0.5417547225952148,0.5,0.3358778655529022,0.4732736647129059,0.4681965112686157,0.4783821105957031,0.4591331481933594,0.5210416316986084,0.5263537168502808,0.5,0.3444444537162781,dinov2,5e-05,1.0,50.0,T1w
7245992652.41155-7cf5d037-5a50,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1w_2025-08-01_00-27-28,finished,2025-08-01T00:28:14Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w/runs/7245992652.41155-7cf5d037-5a50,july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1w,200.0,0.5199505090713501,0.4923361539840698,0.5,0.3358778655529022,0.7300597429275513,0.746587872505188,0.6939791440963745,0.6930185556411743,0.4726696014404297,0.453341007232666,0.46889400482177734,0.4647351503372192,ResEncoder_Classifier,5e-05,4.0,200.0,T1w
